ram_code,brand,name,memory,memory_type,clock
1760,GEIL,Geil Evo Forza,32.0,DDR4,2400
1754,GEIL,Geil Evo Forza,8.0,DDR4,2666
1757,GEIL,Geil Evo Forza,16.0,DDR4,2666
1758,GEIL,Geil Evo Forza,16.0,DDR4,3000
1761,GEIL,Geil Evo Forza,32.0,DDR4,3000
1762,GEIL,Geil Evo Leggera,2.0,DDR3,1333
1764,GEIL,Geil Evo Leggera,8.0,DDR3,1333
1769,GEIL,Geil Evo Leggera,16.0,DDR3,1333
1774,GEIL,Geil Evo Leggera,32.0,DDR3,1333
1763,GEIL,Geil Evo Leggera,2.0,DDR3,1600
1765,GEIL,Geil Evo Leggera,8.0,DDR3,1600
1770,GEIL,Geil Evo Leggera,16.0,DDR3,1600
1775,GEIL,Geil Evo Leggera,32.0,DDR3,1600
1766,GEIL,Geil Evo Leggera,8.0,DDR3,1866
1771,GEIL,Geil Evo Leggera,16.0,DDR3,1866
1767,GEIL,Geil Evo Leggera,8.0,DDR3,2133
1772,GEIL,Geil Evo Leggera,16.0,DDR3,2133
1768,GEIL,Geil Evo Leggera,8.0,DDR3,2400
1773,GEIL,Geil Evo Leggera,16.0,DDR3,2400
1776,GEIL,Geil Evo Leggera,32.0,DDR3,2400
1777,GEIL,Geil Evo Potenza,4.0,DDR3,1333
1779,GEIL,Geil Evo Potenza,8.0,DDR3,1333
1787,GEIL,Geil Evo Potenza,16.0,DDR3,1333
1778,GEIL,Geil Evo Potenza,4.0,DDR3,1600
1780,GEIL,Geil Evo Potenza,8.0,DDR3,1600
1788,GEIL,Geil Evo Potenza,16.0,DDR3,1600
1781,GEIL,Geil Evo Potenza,8.0,DDR3,1866
1789,GEIL,Geil Evo Potenza,16.0,DDR3,1866
1782,GEIL,Geil Evo Potenza,8.0,DDR3,2133
1791,GEIL,Geil Evo Potenza,32.0,DDR3,2133
1783,GEIL,Geil Evo Potenza,8.0,DDR3,2400
1790,GEIL,Geil Evo Potenza,16.0,DDR3,2400
1784,GEIL,Geil Evo Potenza,8.0,DDR3,2666
1785,GEIL,Geil Evo Potenza,8.0,DDR3,2933
1786,GEIL,Geil Evo Potenza,8.0,DDR3,3000
1792,GEIL,Geil Evo Potenza,8.0,DDR4,2133
1797,GEIL,Geil Evo Potenza,16.0,DDR4,2133
1793,GEIL,Geil Evo Potenza,8.0,DDR4,2400
1798,GEIL,Geil Evo Potenza,16.0,DDR4,2400
1803,GEIL,Geil Evo Potenza,32.0,DDR4,2400
1794,GEIL,Geil Evo Potenza,8.0,DDR4,2666
1799,GEIL,Geil Evo Potenza,16.0,DDR4,2666
1800,GEIL,Geil Evo Potenza,16.0,DDR4,2800
1795,GEIL,Geil Evo Potenza,8.0,DDR4,3000
1801,GEIL,Geil Evo Potenza,16.0,DDR4,3000
1802,GEIL,Geil Evo Potenza,16.0,DDR4,3200
1796,GEIL,Geil Evo Potenza,8.0,DDR4,4000
1804,GEIL,Geil Evo Spear,16.0,DDR4,2400
1805,GEIL,Geil Evo Spear,16.0,DDR4,3000
1806,GEIL,Geil Evo Two,4.0,DDR3,1333
1811,GEIL,Geil Evo Two,16.0,DDR3,1333
1813,GEIL,Geil Evo Two,32.0,DDR3,1333
1812,GEIL,Geil Evo Two,16.0,DDR3,1600
1814,GEIL,Geil Evo Two,32.0,DDR3,1600
1808,GEIL,Geil Evo Two,8.0,DDR3,1866
1807,GEIL,Geil Evo Two,4.0,DDR3,2000
1809,GEIL,Geil Evo Two,8.0,DDR3,2133
1810,GEIL,Geil Evo Two,8.0,DDR3,2400
1815,GEIL,Geil Evo Veloce,2.0,DDR3,1333
1817,GEIL,Geil Evo Veloce,4.0,DDR3,1333
1819,GEIL,Geil Evo Veloce,8.0,DDR3,1333
1823,GEIL,Geil Evo Veloce,16.0,DDR3,1333
1828,GEIL,Geil Evo Veloce,32.0,DDR3,1333
1816,GEIL,Geil Evo Veloce,2.0,DDR3,1600
1818,GEIL,Geil Evo Veloce,4.0,DDR3,1600
1820,GEIL,Geil Evo Veloce,8.0,DDR3,1600
1824,GEIL,Geil Evo Veloce,16.0,DDR3,1600
1829,GEIL,Geil Evo Veloce,32.0,DDR3,1600
1821,GEIL,Geil Evo Veloce,8.0,DDR3,1866
1825,GEIL,Geil Evo Veloce,16.0,DDR3,1866
1830,GEIL,Geil Evo Veloce,32.0,DDR3,1866
1822,GEIL,Geil Evo Veloce,8.0,DDR3,2133
1826,GEIL,Geil Evo Veloce,16.0,DDR3,2133
1831,GEIL,Geil Evo Veloce,32.0,DDR3,2133
1827,GEIL,Geil Evo Veloce,16.0,DDR3,2400
1832,GEIL,Geil Evo X,4.0,DDR4,2400
1833,GEIL,Geil Evo X,8.0,DDR4,2400
1835,GEIL,Geil Evo X,16.0,DDR4,2400
1838,GEIL,Geil Evo X,32.0,DDR4,2400
1834,GEIL,Geil Evo X,8.0,DDR4,3000
1836,GEIL,Geil Evo X,16.0,DDR4,3000
1839,GEIL,Geil Evo X,32.0,DDR4,3000
1837,GEIL,Geil Evo X,16.0,DDR4,3200
1841,GEIL,Geil Green,4.0,DDR3,1333
1842,GEIL,Geil Green,8.0,DDR3,1333
1840,GEIL,Geil Green,2.0,DDR3,1600
1843,GEIL,Geil Green,4.0,DDR3L,1333
1844,GEIL,Geil Green,8.0,DDR3L,1333
1845,GEIL,Geil Potenza,32.0,DDR4,3000
1846,GEIL,Geil Pristine,2.0,DDR3,1333
1847,GEIL,Geil Pristine,4.0,DDR3,1333
1848,GEIL,Geil Pristine,8.0,DDR3,1333
1849,GEIL,Geil Pristine,4.0,DDR4,2133
1850,GEIL,Geil Pristine,8.0,DDR4,2133
1851,GEIL,Geil Pristine,16.0,DDR4,2133
1852,GEIL,Geil Pristine,16.0,DDR4,2400
1853,GEIL,Geil Pristine Amd Edition,4.0,DDR4,2400
1854,GEIL,Geil Pristine Amd Edition,8.0,DDR4,2400
1855,GEIL,Geil Pristine Amd Edition,16.0,DDR4,2400
1856,GEIL,Geil Pristine Amd Edition,32.0,DDR4,2400
1857,GEIL,Geil Super Hero,8.0,DDR4,3466
1858,GEIL,Geil Super Hero,8.0,DDR4,3600
1859,GEIL,Geil Super Hero,16.0,DDR4,3600
1860,GEIL,Geil Super Hero,16.0,DDR4,3866
1861,GEIL,Geil Super Luce,16.0,DDR3,3000
1862,GEIL,Geil Super Luce,8.0,DDR4,2133
1865,GEIL,Geil Super Luce,16.0,DDR4,2133
1872,GEIL,Geil Super Luce,32.0,DDR4,2133
1863,GEIL,Geil Super Luce,8.0,DDR4,2400
1866,GEIL,Geil Super Luce,16.0,DDR4,2400
1873,GEIL,Geil Super Luce,32.0,DDR4,2400
1874,GEIL,Geil Super Luce,128.0,DDR4,2400
1867,GEIL,Geil Super Luce,16.0,DDR4,2666
1868,GEIL,Geil Super Luce,16.0,DDR4,2800
1864,GEIL,Geil Super Luce,8.0,DDR4,3000
1869,GEIL,Geil Super Luce,16.0,DDR4,3000
1870,GEIL,Geil Super Luce,16.0,DDR4,3200
1871,GEIL,Geil Super Luce,16.0,DDR4,3400
1875,GEIL,Geil Ultra,2.0,DDR2,800
1876,GEIL,Geil Ultra,4.0,DDR3,1333
1877,GEIL,Geil Ultra,6.0,DDR3,1333
1878,GEIL,Geil Ultra,6.0,DDR3,2000
1879,GEIL,Geil Ultra Plus,4.0,DDR3,1333
1880,GEIL,Geil Ultra Plus,4.0,DDR3,2000
1881,GEIL,Geil Value,1.0,DDR2,800
1882,GEIL,Geil Value,2.0,DDR2,800
1883,GEIL,Geil Value,2.0,DDR3,1066
1884,GEIL,Geil Value,2.0,DDR3,1333
1885,GEIL,Geil Value,8.0,DDR3,1333
1888,GEIL,Geil Value Plus,4.0,DDR3,1066
1891,GEIL,Geil Value Plus,6.0,DDR3,1066
1894,GEIL,Geil Value Plus,8.0,DDR3,1066
1886,GEIL,Geil Value Plus,2.0,DDR3,1333
1889,GEIL,Geil Value Plus,4.0,DDR3,1333
1892,GEIL,Geil Value Plus,6.0,DDR3,1333
1895,GEIL,Geil Value Plus,8.0,DDR3,1333
1897,GEIL,Geil Value Plus,12.0,DDR3,1333
1898,GEIL,Geil Value Plus,16.0,DDR3,1333
1887,GEIL,Geil Value Plus,2.0,DDR3,1600
1890,GEIL,Geil Value Plus,4.0,DDR3,1600
1893,GEIL,Geil Value Plus,6.0,DDR3,1600
1896,GEIL,Geil Value Plus,8.0,DDR3,1600
1899,GEIL,Geil Value Plus,16.0,DDR3,1600
1900,GLOWAY,Gloway,8.0,DDR4,2400
1901,GOODRAM,Goodram,1.0,DDR2,667
1903,GOODRAM,Goodram,2.0,DDR2,667
1902,GOODRAM,Goodram,1.0,DDR2,800
1904,GOODRAM,Goodram,2.0,DDR2,800
1905,GOODRAM,Goodram,4.0,DDR2,800
1906,GOODRAM,Goodram,2.0,DDR3,1333
1908,GOODRAM,Goodram,4.0,DDR3,1333
1911,GOODRAM,Goodram,8.0,DDR3,1333
1907,GOODRAM,Goodram,2.0,DDR3,1600
1909,GOODRAM,Goodram,4.0,DDR3,1600
1912,GOODRAM,Goodram,8.0,DDR3,1600
1910,GOODRAM,Goodram,4.0,DDR3,2400
1913,GOODRAM,Goodram,2.0,DDR3L,1600
1914,GOODRAM,Goodram,4.0,DDR3L,1600
1915,GOODRAM,Goodram,8.0,DDR3L,1600
1916,GOODRAM,Goodram,4.0,DDR4,2133
1918,GOODRAM,Goodram,8.0,DDR4,2133
1920,GOODRAM,Goodram,16.0,DDR4,2133
1917,GOODRAM,Goodram,4.0,DDR4,2400
1919,GOODRAM,Goodram,8.0,DDR4,2400
1921,GOODRAM,Goodram Irdm,4.0,DDR4,2133
1923,GOODRAM,Goodram Irdm,8.0,DDR4,2133
1928,GOODRAM,Goodram Irdm,16.0,DDR4,2133
1922,GOODRAM,Goodram Irdm,4.0,DDR4,2400
1924,GOODRAM,Goodram Irdm,8.0,DDR4,2400
1929,GOODRAM,Goodram Irdm,16.0,DDR4,2400
1925,GOODRAM,Goodram Irdm,8.0,DDR4,2666
1930,GOODRAM,Goodram Irdm,16.0,DDR4,2666
1926,GOODRAM,Goodram Irdm,8.0,DDR4,2800
1931,GOODRAM,Goodram Irdm,16.0,DDR4,2800
1927,GOODRAM,Goodram Irdm,8.0,DDR4,3000
1932,GOODRAM,Goodram Irdm,16.0,DDR4,3000
1933,GOODRAM,Goodram Play,2.0,DDR3,1600
1934,GOODRAM,Goodram Play,4.0,DDR3,1600
1936,GOODRAM,Goodram Play,8.0,DDR3,1600
1938,GOODRAM,Goodram Play,16.0,DDR3,1600
1935,GOODRAM,Goodram Play,4.0,DDR3,1866
1937,GOODRAM,Goodram Play,8.0,DDR3,1866
1939,GOODRAM,Goodram Play,16.0,DDR3,1866
1940,GOODRAM,Goodram Play,4.0,DDR4,2133
1941,GOODRAM,Goodram Play,8.0,DDR4,2133
1942,GOODRAM,Goodram Play,8.0,DDR4,2400
1943,GOODRAM,Goodram Play,16.0,DDR4,2400
1944,HP,Hp,1.0,DDR2,800
1947,HP,Hp,16.0,DDR3,1066
1945,HP,Hp,8.0,DDR3,1333
1948,HP,Hp,16.0,DDR3,1333
1946,HP,Hp,8.0,DDR3,1600
1949,HP,Hp,32.0,DDR3L,1866
1950,HYNIX,Hynix,1.0,DDR2,533
1951,HYNIX,Hynix,2.0,DDR2,667
1952,HYNIX,Hynix,4.0,DDR2,667
1953,HYNIX,Hynix,4.0,DDR2,800
1954,HYNIX,Hynix,1.0,DDR3,667
1955,HYNIX,Hynix,2.0,DDR3,1066
1958,HYNIX,Hynix,4.0,DDR3,1066
1961,HYNIX,Hynix,8.0,DDR3,1066
1964,HYNIX,Hynix,16.0,DDR3,1066
1956,HYNIX,Hynix,2.0,DDR3,1333
1959,HYNIX,Hynix,4.0,DDR3,1333
1962,HYNIX,Hynix,8.0,DDR3,1333
1965,HYNIX,Hynix,16.0,DDR3,1333
1968,HYNIX,Hynix,32.0,DDR3,1333
1957,HYNIX,Hynix,2.0,DDR3,1600
1960,HYNIX,Hynix,4.0,DDR3,1600
1963,HYNIX,Hynix,8.0,DDR3,1600
1966,HYNIX,Hynix,16.0,DDR3,1600
1967,HYNIX,Hynix,16.0,DDR3,1866
1969,HYNIX,Hynix,32.0,DDR3,1866
1971,HYNIX,Hynix,8.0,DDR4,2133
1973,HYNIX,Hynix,16.0,DDR4,2133
1975,HYNIX,Hynix,32.0,DDR4,2133
1970,HYNIX,Hynix,4.0,DDR4,2400
1972,HYNIX,Hynix,8.0,DDR4,2400
1974,HYNIX,Hynix,16.0,DDR4,2400
1976,HYNIX,Hynix,32.0,DDR4,2400
1978,HYNIX,Hynix Server,2.0,DDR2,667
1979,HYNIX,Hynix Server,8.0,DDR2,667
1977,HYNIX,Hynix Server,1.0,DDR2,800
1980,HYNIX,Hynix Server,2.0,DDR3,800
1981,HYNIX,Hynix Server,4.0,DDR3,1066
1984,HYNIX,Hynix Server,8.0,DDR3,1066
1988,HYNIX,Hynix Server,16.0,DDR3,1066
1982,HYNIX,Hynix Server,4.0,DDR3,1333
1985,HYNIX,Hynix Server,8.0,DDR3,1333
1990,HYNIX,Hynix Server,32.0,DDR3,1333
1983,HYNIX,Hynix Server,4.0,DDR3,1600
1986,HYNIX,Hynix Server,8.0,DDR3,1600
1989,HYNIX,Hynix Server,16.0,DDR3,1600
1987,HYNIX,Hynix Server,8.0,DDR3,1866
1991,HYNIX,Hynix Server,8.0,DDR4,2133
1994,IBM,Ibm,16.0,DDR3,1333
1992,IBM,Ibm,4.0,DDR3,1600
1993,IBM,Ibm,8.0,DDR3,1600
1995,IBM,Ibm,16.0,DDR3,1600
1997,INTEGRAL,Integral,2.0,DDR2,533
1998,INTEGRAL,Integral,2.0,DDR2,667
1996,INTEGRAL,Integral,1.0,DDR2,800
1999,INTEGRAL,Integral,2.0,DDR2,800
2000,INTEGRAL,Integral,4.0,DDR2,800
2001,INTEGRAL,Integral,2.0,DDR3,1066
2002,INTEGRAL,Integral,4.0,DDR3,1066
2003,INTEGRAL,Integral,4.0,DDR3,1333
2004,INTENSO,Intenso,4.0,DDR3,1600
2005,INTENSO,Intenso,8.0,DDR3,1600
2006,INTENSO,Intenso,16.0,DDR3,1600
2007,INTENSO,Intenso,4.0,DDR4,2133
2009,INTENSO,Intenso,8.0,DDR4,2133
2008,INTENSO,Intenso,4.0,DDR4,2400
2010,INTENSO,Intenso,8.0,DDR4,2400
2011,INTENSO,Intenso,16.0,DDR4,2400
2012,KFA&SUP2,Galax Hof,16.0,DDR4,4000
2013,KINGMAX,Kingmax,1.0,DDR,400
2014,KINGMAX,Kingmax,1.0,DDR2,800
2015,KINGMAX,Kingmax,2.0,DDR2,800
2016,KINGMAX,Kingmax,1.0,DDR3,1333
2017,KINGMAX,Kingmax,2.0,DDR3,1333
2018,KINGMAX,Kingmax,4.0,DDR3,1333
2019,KINGMAX,Kingmax,8.0,DDR3,1333
2026,KINGSTON,Kingston,4.0,DDR2,400
2020,KINGSTON,Kingston,1.0,DDR2,533
2023,KINGSTON,Kingston,2.0,DDR2,533
2021,KINGSTON,Kingston,1.0,DDR2,667
2024,KINGSTON,Kingston,2.0,DDR2,667
2027,KINGSTON,Kingston,4.0,DDR2,667
2029,KINGSTON,Kingston,8.0,DDR2,667
2022,KINGSTON,Kingston,1.0,DDR2,800
2025,KINGSTON,Kingston,2.0,DDR2,800
2028,KINGSTON,Kingston,4.0,DDR2,800
2030,KINGSTON,Kingston,1.0,DDR3,1066
2032,KINGSTON,Kingston,2.0,DDR3,1066
2035,KINGSTON,Kingston,3.0,DDR3,1066
2036,KINGSTON,Kingston,4.0,DDR3,1066
2041,KINGSTON,Kingston,6.0,DDR3,1066
2044,KINGSTON,Kingston,8.0,DDR3,1066
2051,KINGSTON,Kingston,12.0,DDR3,1066
2031,KINGSTON,Kingston,1.0,DDR3,1333
2033,KINGSTON,Kingston,2.0,DDR3,1333
2037,KINGSTON,Kingston,4.0,DDR3,1333
2042,KINGSTON,Kingston,6.0,DDR3,1333
2045,KINGSTON,Kingston,8.0,DDR3,1333
2052,KINGSTON,Kingston,12.0,DDR3,1333
2055,KINGSTON,Kingston,16.0,DDR3,1333
2060,KINGSTON,Kingston,24.0,DDR3,1333
2063,KINGSTON,Kingston,32.0,DDR3,1333
2066,KINGSTON,Kingston,48.0,DDR3,1333
2069,KINGSTON,Kingston,64.0,DDR3,1333
2034,KINGSTON,Kingston,2.0,DDR3,1600
2038,KINGSTON,Kingston,4.0,DDR3,1600
2043,KINGSTON,Kingston,6.0,DDR3,1600
2046,KINGSTON,Kingston,8.0,DDR3,1600
2053,KINGSTON,Kingston,12.0,DDR3,1600
2056,KINGSTON,Kingston,16.0,DDR3,1600
2061,KINGSTON,Kingston,24.0,DDR3,1600
2064,KINGSTON,Kingston,32.0,DDR3,1600
2067,KINGSTON,Kingston,48.0,DDR3,1600
2070,KINGSTON,Kingston,64.0,DDR3,1600
2039,KINGSTON,Kingston,4.0,DDR3,1866
2047,KINGSTON,Kingston,8.0,DDR3,1866
2054,KINGSTON,Kingston,12.0,DDR3,1866
2057,KINGSTON,Kingston,16.0,DDR3,1866
2062,KINGSTON,Kingston,24.0,DDR3,1866
2065,KINGSTON,Kingston,32.0,DDR3,1866
2068,KINGSTON,Kingston,48.0,DDR3,1866
2071,KINGSTON,Kingston,64.0,DDR3,1866
2040,KINGSTON,Kingston,4.0,DDR3,2133
2048,KINGSTON,Kingston,8.0,DDR3,2133
2058,KINGSTON,Kingston,16.0,DDR3,2133
2049,KINGSTON,Kingston,8.0,DDR3,2400
2059,KINGSTON,Kingston,16.0,DDR3,2400
2050,KINGSTON,Kingston,8.0,DDR3,2800
2072,KINGSTON,Kingston,4.0,DDR4,2133
2074,KINGSTON,Kingston,8.0,DDR4,2133
2077,KINGSTON,Kingston,16.0,DDR4,2133
2082,KINGSTON,Kingston,32.0,DDR4,2133
2073,KINGSTON,Kingston,4.0,DDR4,2400
2075,KINGSTON,Kingston,8.0,DDR4,2400
2078,KINGSTON,Kingston,16.0,DDR4,2400
2083,KINGSTON,Kingston,32.0,DDR4,2400
2087,KINGSTON,Kingston,64.0,DDR4,2400
2076,KINGSTON,Kingston,8.0,DDR4,2666
2079,KINGSTON,Kingston,16.0,DDR4,2666
2084,KINGSTON,Kingston,32.0,DDR4,2666
2088,KINGSTON,Kingston,64.0,DDR4,2666
2080,KINGSTON,Kingston,16.0,DDR4,2800
2085,KINGSTON,Kingston,32.0,DDR4,2800
2081,KINGSTON,Kingston,16.0,DDR4,3000
2086,KINGSTON,Kingston,32.0,DDR4,3000
2089,KINGSTON,Kingston Beast,8.0,DDR3,1600
2093,KINGSTON,Kingston Beast,16.0,DDR3,1600
2097,KINGSTON,Kingston Beast,32.0,DDR3,1600
2090,KINGSTON,Kingston Beast,8.0,DDR3,1866
2094,KINGSTON,Kingston Beast,16.0,DDR3,1866
2098,KINGSTON,Kingston Beast,32.0,DDR3,1866
2091,KINGSTON,Kingston Beast,8.0,DDR3,2133
2095,KINGSTON,Kingston Beast,16.0,DDR3,2133
2099,KINGSTON,Kingston Beast,32.0,DDR3,2133
2101,KINGSTON,Kingston Beast,64.0,DDR3,2133
2092,KINGSTON,Kingston Beast,8.0,DDR3,2400
2096,KINGSTON,Kingston Beast,16.0,DDR3,2400
2100,KINGSTON,Kingston Beast,32.0,DDR3,2400
2102,KINGSTON,Kingston Black,2.0,DDR3,1333
2104,KINGSTON,Kingston Black,4.0,DDR3,1333
2106,KINGSTON,Kingston Black,8.0,DDR3,1333
2103,KINGSTON,Kingston Black,2.0,DDR3,1600
2105,KINGSTON,Kingston Black,4.0,DDR3,1600
2107,KINGSTON,Kingston Black,8.0,DDR3,1600
2108,KINGSTON,Kingston Black,16.0,DDR3,1600
2109,KINGSTON,Kingston Blu,2.0,DDR3,1333
2110,KINGSTON,Kingston Blu,4.0,DDR3,1333
2112,KINGSTON,Kingston Blu,8.0,DDR3,1333
2114,KINGSTON,Kingston Blu,16.0,DDR3,1333
2111,KINGSTON,Kingston Blu,4.0,DDR3,1600
2113,KINGSTON,Kingston Blu,8.0,DDR3,1600
2115,KINGSTON,Kingston Blu Red,2.0,DDR3,1333
2117,KINGSTON,Kingston Blu Red,4.0,DDR3,1333
2119,KINGSTON,Kingston Blu Red,8.0,DDR3,1333
2116,KINGSTON,Kingston Blu Red,2.0,DDR3,1600
2118,KINGSTON,Kingston Blu Red,4.0,DDR3,1600
2120,KINGSTON,Kingston Blu Red,8.0,DDR3,1600
2121,KINGSTON,Kingston Blu Red,16.0,DDR3,1600
2122,KINGSTON,Kingston Hyperx,1.0,DDR,400
2127,KINGSTON,Kingston Hyperx,2.0,DDR2,533
2123,KINGSTON,Kingston Hyperx,0.5,DDR2,667
2128,KINGSTON,Kingston Hyperx,2.0,DDR2,750
2124,KINGSTON,Kingston Hyperx,1.0,DDR2,800
2129,KINGSTON,Kingston Hyperx,2.0,DDR2,800
2131,KINGSTON,Kingston Hyperx,4.0,DDR2,800
2133,KINGSTON,Kingston Hyperx,8.0,DDR2,800
2125,KINGSTON,Kingston Hyperx,1.0,DDR2,1000
2126,KINGSTON,Kingston Hyperx,1.0,DDR2,1066
2130,KINGSTON,Kingston Hyperx,2.0,DDR2,1066
2132,KINGSTON,Kingston Hyperx,4.0,DDR2,1066
2134,KINGSTON,Kingston Hyperx,1.0,DDR3,1333
2137,KINGSTON,Kingston Hyperx,2.0,DDR3,1333
2140,KINGSTON,Kingston Hyperx,3.0,DDR3,1333
2146,KINGSTON,Kingston Hyperx,4.0,DDR3,1333
2153,KINGSTON,Kingston Hyperx,6.0,DDR3,1333
2159,KINGSTON,Kingston Hyperx,8.0,DDR3,1333
2166,KINGSTON,Kingston Hyperx,16.0,DDR3,1333
2135,KINGSTON,Kingston Hyperx,1.0,DDR3,1600
2138,KINGSTON,Kingston Hyperx,2.0,DDR3,1600
2141,KINGSTON,Kingston Hyperx,3.0,DDR3,1600
2147,KINGSTON,Kingston Hyperx,4.0,DDR3,1600
2154,KINGSTON,Kingston Hyperx,6.0,DDR3,1600
2160,KINGSTON,Kingston Hyperx,8.0,DDR3,1600
2165,KINGSTON,Kingston Hyperx,12.0,DDR3,1600
2167,KINGSTON,Kingston Hyperx,16.0,DDR3,1600
2171,KINGSTON,Kingston Hyperx,24.0,DDR3,1600
2172,KINGSTON,Kingston Hyperx,32.0,DDR3,1600
2176,KINGSTON,Kingston Hyperx,64.0,DDR3,1600
2136,KINGSTON,Kingston Hyperx,1.0,DDR3,1800
2139,KINGSTON,Kingston Hyperx,2.0,DDR3,1800
2142,KINGSTON,Kingston Hyperx,3.0,DDR3,1800
2148,KINGSTON,Kingston Hyperx,4.0,DDR3,1800
2155,KINGSTON,Kingston Hyperx,6.0,DDR3,1800
2143,KINGSTON,Kingston Hyperx,3.0,DDR3,1866
2149,KINGSTON,Kingston Hyperx,4.0,DDR3,1866
2156,KINGSTON,Kingston Hyperx,6.0,DDR3,1866
2161,KINGSTON,Kingston Hyperx,8.0,DDR3,1866
2168,KINGSTON,Kingston Hyperx,16.0,DDR3,1866
2173,KINGSTON,Kingston Hyperx,32.0,DDR3,1866
2177,KINGSTON,Kingston Hyperx,64.0,DDR3,1866
2144,KINGSTON,Kingston Hyperx,3.0,DDR3,2000
2150,KINGSTON,Kingston Hyperx,4.0,DDR3,2000
2157,KINGSTON,Kingston Hyperx,6.0,DDR3,2000
2162,KINGSTON,Kingston Hyperx,8.0,DDR3,2000
2151,KINGSTON,Kingston Hyperx,4.0,DDR3,2133
2163,KINGSTON,Kingston Hyperx,8.0,DDR3,2133
2169,KINGSTON,Kingston Hyperx,16.0,DDR3,2133
2174,KINGSTON,Kingston Hyperx,32.0,DDR3,2133
2178,KINGSTON,Kingston Hyperx,64.0,DDR3,2133
2152,KINGSTON,Kingston Hyperx,4.0,DDR3,2250
2158,KINGSTON,Kingston Hyperx,6.0,DDR3,2250
2145,KINGSTON,Kingston Hyperx,3.0,DDR3,2333
2164,KINGSTON,Kingston Hyperx,8.0,DDR3,2400
2170,KINGSTON,Kingston Hyperx,16.0,DDR3,2400
2175,KINGSTON,Kingston Hyperx,32.0,DDR3,2400
2179,KINGSTON,Kingston Hyperx,16.0,DDR3L,1866
2180,KINGSTON,Kingston Hyperx,4.0,DDR4,2133
2181,KINGSTON,Kingston Hyperx Fury,4.0,DDR3,1333
2184,KINGSTON,Kingston Hyperx Fury,8.0,DDR3,1333
2187,KINGSTON,Kingston Hyperx Fury,16.0,DDR3,1333
2182,KINGSTON,Kingston Hyperx Fury,4.0,DDR3,1600
2185,KINGSTON,Kingston Hyperx Fury,8.0,DDR3,1600
2188,KINGSTON,Kingston Hyperx Fury,16.0,DDR3,1600
2183,KINGSTON,Kingston Hyperx Fury,4.0,DDR3,1866
2186,KINGSTON,Kingston Hyperx Fury,8.0,DDR3,1866
2189,KINGSTON,Kingston Hyperx Fury,16.0,DDR3,1866
2190,KINGSTON,Kingston Hyperx Fury,4.0,DDR3L,1600
2192,KINGSTON,Kingston Hyperx Fury,8.0,DDR3L,1600
2194,KINGSTON,Kingston Hyperx Fury,16.0,DDR3L,1600
2191,KINGSTON,Kingston Hyperx Fury,4.0,DDR3L,1866
2193,KINGSTON,Kingston Hyperx Fury,8.0,DDR3L,1866
2195,KINGSTON,Kingston Hyperx Fury,16.0,DDR3L,1866
2196,KINGSTON,Kingston Hyperx Fury,4.0,DDR4,2133
2199,KINGSTON,Kingston Hyperx Fury,8.0,DDR4,2133
2205,KINGSTON,Kingston Hyperx Fury,16.0,DDR4,2133
2211,KINGSTON,Kingston Hyperx Fury,32.0,DDR4,2133
2217,KINGSTON,Kingston Hyperx Fury,64.0,DDR4,2133
2197,KINGSTON,Kingston Hyperx Fury,4.0,DDR4,2400
2200,KINGSTON,Kingston Hyperx Fury,8.0,DDR4,2400
2206,KINGSTON,Kingston Hyperx Fury,16.0,DDR4,2400
2212,KINGSTON,Kingston Hyperx Fury,32.0,DDR4,2400
2218,KINGSTON,Kingston Hyperx Fury,64.0,DDR4,2400
2198,KINGSTON,Kingston Hyperx Fury,4.0,DDR4,2666
2201,KINGSTON,Kingston Hyperx Fury,8.0,DDR4,2666
2207,KINGSTON,Kingston Hyperx Fury,16.0,DDR4,2666
2213,KINGSTON,Kingston Hyperx Fury,32.0,DDR4,2666
2219,KINGSTON,Kingston Hyperx Fury,64.0,DDR4,2666
2202,KINGSTON,Kingston Hyperx Fury,8.0,DDR4,2933
2208,KINGSTON,Kingston Hyperx Fury,16.0,DDR4,2933
2214,KINGSTON,Kingston Hyperx Fury,32.0,DDR4,2933
2220,KINGSTON,Kingston Hyperx Fury,64.0,DDR4,2933
2203,KINGSTON,Kingston Hyperx Fury,8.0,DDR4,3200
2209,KINGSTON,Kingston Hyperx Fury,16.0,DDR4,3200
2215,KINGSTON,Kingston Hyperx Fury,32.0,DDR4,3200
2204,KINGSTON,Kingston Hyperx Fury,8.0,DDR4,3466
2210,KINGSTON,Kingston Hyperx Fury,16.0,DDR4,3466
2216,KINGSTON,Kingston Hyperx Fury,32.0,DDR4,3466
2221,KINGSTON,Kingston Hyperx Impact,4.0,DDR3,1600
2222,KINGSTON,Kingston Hyperx Impact,8.0,DDR3,1600
2225,KINGSTON,Kingston Hyperx Impact,16.0,DDR3,1600
2223,KINGSTON,Kingston Hyperx Impact,8.0,DDR3,1866
2226,KINGSTON,Kingston Hyperx Impact,16.0,DDR3,1866
2224,KINGSTON,Kingston Hyperx Impact,8.0,DDR3,2133
2227,KINGSTON,Kingston Hyperx Impact,4.0,DDR3L,1600
2230,KINGSTON,Kingston Hyperx Impact,8.0,DDR3L,1600
2233,KINGSTON,Kingston Hyperx Impact,16.0,DDR3L,1600
2228,KINGSTON,Kingston Hyperx Impact,4.0,DDR3L,1866
